ref,title,listingKind,propertyType,area,city,compound,price,rentPrice,rentPeriod,currency,unitAreaSqm,bedrooms,bathrooms,finish,furnished,availability,status,deliveryDate,isAssignment,downPaymentPaid,isFeatured,address,description
JEFAIRA-053-01,85 sqm chalet in Jefaira - 2 BR,sale,chalet,North Coast,North Coast,Jefaira,10900000,,,EGP,85,2,2,finished,True,available,active,2029-05-31,False,,True,"Jefaira, North Coast","Chalet for sale in Jefaira. 85 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-05-31."
JEFAIRA-053-02,200 sqm townhouse in Jefaira - 3 BR,sale,townhouse,North Coast,North Coast,Jefaira,30300000,,,EGP,200,3,3,semi_finished,False,available,active,2029-12-02,False,,True,"Jefaira, North Coast","Townhouse for sale in Jefaira. 200 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-12-02."
JEFAIRA-053-03,385 sqm villa in Jefaira - 5 BR,sale,villa,North Coast,North Coast,Jefaira,59300000,,,EGP,385,5,4,fully_finished,False,available,active,2029-07-17,False,,True,"Jefaira, North Coast","Villa for sale in Jefaira. 385 sqm, fully finished, unfurnished, 5 bedrooms, 4 bathrooms. Delivery: 2029-07-17."
VERANDA-054-01,75 sqm chalet in Veranda - 2 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Veranda,5500000,,,EGP,75,2,2,fully_finished,False,available,active,2027-03-22,False,,True,"Veranda, Ain Sokhna","Chalet for sale in Veranda. 75 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-03-22."
VERANDA-054-02,145 sqm chalet in Veranda - 3 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Veranda,13800000,,,EGP,145,3,2,semi_finished,True,available,active,2027-02-16,False,,True,"Veranda, Ain Sokhna","Chalet for sale in Veranda. 145 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-02-16."
VERANDA-054-03,220 sqm townhouse in Veranda - 3 BR,sale,townhouse,Ain Sokhna,Ain Sokhna,Veranda,11800000,,,EGP,220,3,3,fully_finished,False,available,active,2027-02-01,False,,True,"Veranda, Ain Sokhna","Townhouse for sale in Veranda. 220 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-02-01."
JOULZ-055-01,100 sqm apartment in Joulz - 2 BR,sale,apartment,West Cairo,West Cairo,Joulz,5900000,,,EGP,100,2,2,semi_finished,False,available,active,2028-08-30,False,,True,"Joulz, West Cairo","Apartment for sale in Joulz. 100 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-08-30."
JOULZ-055-02,145 sqm apartment in Joulz - 3 BR,sale,apartment,West Cairo,West Cairo,Joulz,12200000,,,EGP,145,3,2,fully_finished,True,available,active,2028-07-21,False,,True,"Joulz, West Cairo","Apartment for sale in Joulz. 145 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-07-21."
JOULZ-055-03,225 sqm townhouse in Joulz - 3 BR,sale,townhouse,West Cairo,West Cairo,Joulz,13450000,,,EGP,225,3,3,finished,False,available,active,2028-04-14,False,,True,"Joulz, West Cairo","Townhouse for sale in Joulz. 225 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-04-14."
TELAL-056-01,90 sqm chalet in Telal - 2 BR,sale,chalet,North Coast,North Coast,Telal,13400000,,,EGP,90,2,2,finished,False,available,active,2026-11-10,False,,True,"Telal, North Coast","Chalet for sale in Telal. 90 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-11-10."
TELAL-056-02,145 sqm chalet in Telal - 3 BR,sale,chalet,North Coast,North Coast,Telal,25050000,,,EGP,145,3,2,semi_finished,False,available,active,2026-11-30,False,,True,"Telal, North Coast","Chalet for sale in Telal. 145 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2026-11-30."
TELAL-056-03,210 sqm townhouse in Telal - 3 BR,sale,townhouse,North Coast,North Coast,Telal,18550000,,,EGP,210,3,3,semi_finished,False,available,active,2026-10-07,False,,True,"Telal, North Coast","Townhouse for sale in Telal. 210 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-10-07."
STONE-PA-057-01,90 sqm apartment in Stone Park - 2 BR,sale,apartment,New Cairo,New Cairo,Stone Park,7300000,,,EGP,90,2,2,semi_finished,True,available,active,2025-07-15,False,,True,"Stone Park, New Cairo","Apartment for sale in Stone Park. 90 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2025-07-15."
STONE-PA-057-02,150 sqm apartment in Stone Park - 3 BR,sale,apartment,New Cairo,New Cairo,Stone Park,14800000,,,EGP,150,3,2,semi_finished,False,available,active,2025-08-18,False,,True,"Stone Park, New Cairo","Apartment for sale in Stone Park. 150 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2025-08-18."
STONE-PA-057-03,225 sqm townhouse in Stone Park - 3 BR,sale,townhouse,New Cairo,New Cairo,Stone Park,19400000,,,EGP,225,3,3,semi_finished,True,available,active,2025-10-02,False,,True,"Stone Park, New Cairo","Townhouse for sale in Stone Park. 225 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2025-10-02."
CAIRO-FE-058-01,105 sqm apartment in Cairo Festival City - 2 BR,sale,apartment,New Cairo,New Cairo,Cairo Festival City,8500000,,,EGP,105,2,2,fully_finished,False,available,active,2025-04-27,False,,True,"Cairo Festival City, New Cairo","Apartment for sale in Cairo Festival City. 105 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2025-04-27."
CAIRO-FE-058-02,90 sqm office in Cairo Festival City,sale,office,New Cairo,New Cairo,Cairo Festival City,7350000,,,EGP,90,0,1,finished,True,available,active,2025-05-31,False,,True,"Cairo Festival City, New Cairo","Office for sale in Cairo Festival City. 90 sqm, finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2025-05-31."
CAIRO-FE-058-03,155 sqm retail in Cairo Festival City,sale,retail,New Cairo,New Cairo,Cairo Festival City,13350000,,,EGP,155,0,2,semi_finished,True,available,active,2025-05-06,False,,True,"Cairo Festival City, New Cairo","Retail for sale in Cairo Festival City. 155 sqm, semi finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2025-05-06."
MIVIDA-A-059-01,105 sqm apartment in Mivida Avenue - 2 BR,sale,apartment,New Cairo,New Cairo,Mivida Avenue,11850000,,,EGP,105,2,2,finished,True,available,active,2027-03-16,False,,True,"Mivida Avenue, New Cairo","Apartment for sale in Mivida Avenue. 105 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-03-16."
MIVIDA-A-059-02,95 sqm office in Mivida Avenue,sale,office,New Cairo,New Cairo,Mivida Avenue,6450000,,,EGP,95,0,1,semi_finished,False,available,active,2027-04-16,False,,True,"Mivida Avenue, New Cairo","Office for sale in Mivida Avenue. 95 sqm, semi finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2027-04-16."
MIVIDA-A-059-03,155 sqm retail in Mivida Avenue,sale,retail,New Cairo,New Cairo,Mivida Avenue,15800000,,,EGP,155,0,2,fully_finished,False,available,active,2027-01-22,False,,True,"Mivida Avenue, New Cairo","Retail for sale in Mivida Avenue. 155 sqm, fully finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2027-01-22."
DISTRICT-060-01,115 sqm apartment in District 5 - 2 BR,sale,apartment,New Cairo,New Cairo,District 5,7300000,,,EGP,115,2,2,fully_finished,False,available,active,2028-01-20,False,,True,"District 5, New Cairo","Apartment for sale in District 5. 115 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-01-20."
DISTRICT-060-02,105 sqm office in District 5,sale,office,New Cairo,New Cairo,District 5,7800000,,,EGP,105,0,1,semi_finished,True,available,active,2027-11-05,False,,True,"District 5, New Cairo","Office for sale in District 5. 105 sqm, semi finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2027-11-05."
DISTRICT-060-03,150 sqm retail in District 5,sale,retail,New Cairo,New Cairo,District 5,9900000,,,EGP,150,0,2,semi_finished,False,available,active,2028-06-21,False,,True,"District 5, New Cairo","Retail for sale in District 5. 150 sqm, semi finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2028-06-21."
DISTRICT-061-01,110 sqm apartment in District 2 - 2 BR,sale,apartment,New Cairo,New Cairo,District 2,8650000,,,EGP,110,2,2,fully_finished,False,available,active,2030-02-23,False,,True,"District 2, New Cairo","Apartment for sale in District 2. 110 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2030-02-23."
DISTRICT-061-02,95 sqm office in District 2,sale,office,New Cairo,New Cairo,District 2,7700000,,,EGP,95,0,1,semi_finished,False,available,active,2029-10-30,False,,True,"District 2, New Cairo","Office for sale in District 2. 95 sqm, semi finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2029-10-30."
DISTRICT-061-03,165 sqm retail in District 2,sale,retail,New Cairo,New Cairo,District 2,10950000,,,EGP,165,0,2,finished,True,available,active,2030-06-24,False,,True,"District 2, New Cairo","Retail for sale in District 2. 165 sqm, finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2030-06-24."
THE-WATE-062-01,100 sqm apartment in The Waterway New Cairo - 2 BR,sale,apartment,New Cairo,New Cairo,The Waterway New Cairo,7150000,,,EGP,100,2,2,semi_finished,True,available,active,2026-07-19,False,,True,"The Waterway New Cairo, New Cairo","Apartment for sale in The Waterway New Cairo. 100 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-07-19."
THE-WATE-062-02,165 sqm apartment in The Waterway New Cairo - 3 BR,sale,apartment,New Cairo,New Cairo,The Waterway New Cairo,12950000,,,EGP,165,3,3,semi_finished,True,available,active,2026-07-15,False,,True,"The Waterway New Cairo, New Cairo","Apartment for sale in The Waterway New Cairo. 165 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-07-15."
THE-WATE-062-03,270 sqm duplex in The Waterway New Cairo - 4 BR,sale,duplex,New Cairo,New Cairo,The Waterway New Cairo,28500000,,,EGP,270,4,4,fully_finished,True,available,active,2026-10-09,False,,True,"The Waterway New Cairo, New Cairo","Duplex for sale in The Waterway New Cairo. 270 sqm, fully finished, furnished, 4 bedrooms, 4 bathrooms. Delivery: 2026-10-09."
THE-CAPI-063-01,115 sqm apartment in The Capitalway - 2 BR,sale,apartment,New Capital,New Capital,The Capitalway,7450000,,,EGP,115,2,2,semi_finished,False,available,active,2028-10-18,False,,True,"The Capitalway, New Capital","Apartment for sale in The Capitalway. 115 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-10-18."
THE-CAPI-063-02,105 sqm office in The Capitalway,sale,office,New Capital,New Capital,The Capitalway,7150000,,,EGP,105,0,1,finished,True,available,active,2028-08-05,False,,True,"The Capitalway, New Capital","Office for sale in The Capitalway. 105 sqm, finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2028-08-05."
THE-CAPI-063-03,150 sqm retail in The Capitalway,sale,retail,New Capital,New Capital,The Capitalway,14150000,,,EGP,150,0,2,finished,False,available,active,2028-04-21,False,,True,"The Capitalway, New Capital","Retail for sale in The Capitalway. 150 sqm, finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2028-04-21."
EASTSHIR-064-01,90 sqm apartment in Eastshire - 2 BR,sale,apartment,New Cairo,New Cairo,Eastshire,6500000,,,EGP,90,2,2,fully_finished,False,available,active,2028-10-13,False,,True,"Eastshire, New Cairo","Apartment for sale in Eastshire. 90 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-10-13."
EASTSHIR-064-02,140 sqm apartment in Eastshire - 3 BR,sale,apartment,New Cairo,New Cairo,Eastshire,12750000,,,EGP,140,3,2,fully_finished,False,available,active,2028-10-10,False,,True,"Eastshire, New Cairo","Apartment for sale in Eastshire. 140 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-10-10."
EASTSHIR-064-03,220 sqm townhouse in Eastshire - 3 BR,sale,townhouse,New Cairo,New Cairo,Eastshire,19350000,,,EGP,220,3,3,fully_finished,False,available,active,2029-04-30,False,,True,"Eastshire, New Cairo","Townhouse for sale in Eastshire. 220 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-04-30."
ZOYA-GHA-065-01,80 sqm chalet in Zoya Ghazala Bay - 2 BR,sale,chalet,North Coast,North Coast,Zoya Ghazala Bay,9500000,,,EGP,80,2,2,finished,False,available,active,2027-10-29,False,,True,"Zoya Ghazala Bay, North Coast","Chalet for sale in Zoya Ghazala Bay. 80 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-10-29."
ZOYA-GHA-065-02,145 sqm chalet in Zoya Ghazala Bay - 3 BR,sale,chalet,North Coast,North Coast,Zoya Ghazala Bay,12450000,,,EGP,145,3,2,semi_finished,False,available,active,2027-10-26,False,,True,"Zoya Ghazala Bay, North Coast","Chalet for sale in Zoya Ghazala Bay. 145 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-10-26."
ZOYA-GHA-065-03,230 sqm townhouse in Zoya Ghazala Bay - 3 BR,sale,townhouse,North Coast,North Coast,Zoya Ghazala Bay,23900000,,,EGP,230,3,3,finished,False,available,active,2027-09-23,False,,True,"Zoya Ghazala Bay, North Coast","Townhouse for sale in Zoya Ghazala Bay. 230 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-09-23."
STEI8HT-066-01,90 sqm apartment in Stei8ht - 2 BR,sale,apartment,New Cairo,New Cairo,Stei8ht,8250000,,,EGP,90,2,2,fully_finished,False,available,active,2029-11-17,False,,True,"Stei8ht, New Cairo","Apartment for sale in Stei8ht. 90 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-11-17."
STEI8HT-066-02,135 sqm apartment in Stei8ht - 3 BR,sale,apartment,New Cairo,New Cairo,Stei8ht,7500000,,,EGP,135,3,2,finished,False,available,active,2029-11-25,False,,True,"Stei8ht, New Cairo","Apartment for sale in Stei8ht. 135 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-11-25."
STEI8HT-066-03,225 sqm townhouse in Stei8ht - 3 BR,sale,townhouse,New Cairo,New Cairo,Stei8ht,16250000,,,EGP,225,3,3,semi_finished,False,available,active,2030-04-14,False,,True,"Stei8ht, New Cairo","Townhouse for sale in Stei8ht. 225 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2030-04-14."
VINCI-067-01,110 sqm apartment in Vinci - 2 BR,sale,apartment,New Capital,New Capital,Vinci,7300000,,,EGP,110,2,2,finished,True,available,active,2028-07-19,False,,True,"Vinci, New Capital","Apartment for sale in Vinci. 110 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-07-19."
VINCI-067-02,180 sqm apartment in Vinci - 3 BR,sale,apartment,New Capital,New Capital,Vinci,12350000,,,EGP,180,3,3,fully_finished,True,available,active,2028-04-12,False,,True,"Vinci, New Capital","Apartment for sale in Vinci. 180 sqm, fully finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-04-12."
VINCI-067-03,265 sqm duplex in Vinci - 4 BR,sale,duplex,New Capital,New Capital,Vinci,16500000,,,EGP,265,4,4,fully_finished,False,available,active,2028-07-08,False,,True,"Vinci, New Capital","Duplex for sale in Vinci. 265 sqm, fully finished, unfurnished, 4 bedrooms, 4 bathrooms. Delivery: 2028-07-08."
CAIRO-BU-068-01,100 sqm apartment in Cairo Business Park - 2 BR,sale,apartment,New Cairo,New Cairo,Cairo Business Park,10900000,,,EGP,100,2,2,finished,True,available,active,2027-04-17,False,,True,"Cairo Business Park, New Cairo","Apartment for sale in Cairo Business Park. 100 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-04-17."
CAIRO-BU-068-02,85 sqm office in Cairo Business Park,sale,office,New Cairo,New Cairo,Cairo Business Park,9250000,,,EGP,85,0,1,finished,False,available,active,2027-04-15,False,,True,"Cairo Business Park, New Cairo","Office for sale in Cairo Business Park. 85 sqm, finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2027-04-15."
CAIRO-BU-068-03,150 sqm retail in Cairo Business Park,sale,retail,New Cairo,New Cairo,Cairo Business Park,20350000,,,EGP,150,0,2,finished,False,available,active,2027-01-22,False,,True,"Cairo Business Park, New Cairo","Retail for sale in Cairo Business Park. 150 sqm, finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2027-01-22."
IL-BOSCO-069-01,100 sqm apartment in IL Bosco - 2 BR,sale,apartment,New Capital,New Capital,IL Bosco,5800000,,,EGP,100,2,2,semi_finished,True,available,active,2028-12-03,False,,True,"IL Bosco, New Capital","Apartment for sale in IL Bosco. 100 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-12-03."
IL-BOSCO-069-02,150 sqm apartment in IL Bosco - 3 BR,sale,apartment,New Capital,New Capital,IL Bosco,6900000,,,EGP,150,3,2,semi_finished,False,available,active,2029-04-30,False,,True,"IL Bosco, New Capital","Apartment for sale in IL Bosco. 150 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-04-30."
IL-BOSCO-069-03,215 sqm townhouse in IL Bosco - 3 BR,sale,townhouse,New Capital,New Capital,IL Bosco,13650000,,,EGP,215,3,3,semi_finished,False,available,active,2028-10-25,False,,True,"IL Bosco, New Capital","Townhouse for sale in IL Bosco. 215 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-10-25."
KINDA-070-01,100 sqm apartment in Kinda - 2 BR,sale,apartment,New Cairo,New Cairo,Kinda,11050000,,,EGP,100,2,2,finished,False,available,active,2026-12-02,False,,True,"Kinda, New Cairo","Apartment for sale in Kinda. 100 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-12-02."
KINDA-070-02,150 sqm apartment in Kinda - 3 BR,sale,apartment,New Cairo,New Cairo,Kinda,17300000,,,EGP,150,3,2,semi_finished,False,available,active,2026-12-09,False,,True,"Kinda, New Cairo","Apartment for sale in Kinda. 150 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2026-12-09."
KINDA-070-03,205 sqm townhouse in Kinda - 3 BR,sale,townhouse,New Cairo,New Cairo,Kinda,17750000,,,EGP,205,3,3,fully_finished,False,available,active,2026-11-01,False,,True,"Kinda, New Cairo","Townhouse for sale in Kinda. 205 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-11-01."
NEW-CAIR-071-01,115 sqm apartment in New Cairo Gate - 2 BR,sale,apartment,New Cairo,New Cairo,New Cairo Gate,10200000,,,EGP,115,2,2,finished,True,available,active,2028-03-02,False,,True,"New Cairo Gate, New Cairo","Apartment for sale in New Cairo Gate. 115 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-03-02."
NEW-CAIR-071-02,180 sqm apartment in New Cairo Gate - 3 BR,sale,apartment,New Cairo,New Cairo,New Cairo Gate,14750000,,,EGP,180,3,3,finished,False,available,active,2028-03-29,False,,True,"New Cairo Gate, New Cairo","Apartment for sale in New Cairo Gate. 180 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-03-29."
NEW-CAIR-071-03,260 sqm duplex in New Cairo Gate - 4 BR,sale,duplex,New Cairo,New Cairo,New Cairo Gate,25400000,,,EGP,260,4,4,semi_finished,True,available,active,2028-11-12,False,,True,"New Cairo Gate, New Cairo","Duplex for sale in New Cairo Gate. 260 sqm, semi finished, furnished, 4 bedrooms, 4 bathrooms. Delivery: 2028-11-12."
RIVERS-072-01,85 sqm apartment in Rivers - 2 BR,sale,apartment,New Capital,New Capital,Rivers,4550000,,,EGP,85,2,2,fully_finished,True,available,active,2029-04-16,False,,True,"Rivers, New Capital","Apartment for sale in Rivers. 85 sqm, fully finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-04-16."
RIVERS-072-02,145 sqm apartment in Rivers - 3 BR,sale,apartment,New Capital,New Capital,Rivers,9950000,,,EGP,145,3,2,fully_finished,False,available,active,2029-08-06,False,,True,"Rivers, New Capital","Apartment for sale in Rivers. 145 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-08-06."
RIVERS-072-03,225 sqm townhouse in Rivers - 3 BR,sale,townhouse,New Capital,New Capital,Rivers,13050000,,,EGP,225,3,3,finished,False,available,active,2029-02-20,False,,True,"Rivers, New Capital","Townhouse for sale in Rivers. 225 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-02-20."
EASTMARK-073-01,85 sqm apartment in Eastmark - 2 BR,sale,apartment,New Cairo,New Cairo,Eastmark,8550000,,,EGP,85,2,2,fully_finished,False,available,active,2027-08-21,False,,True,"Eastmark, New Cairo","Apartment for sale in Eastmark. 85 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-08-21."
EASTMARK-073-02,135 sqm apartment in Eastmark - 3 BR,sale,apartment,New Cairo,New Cairo,Eastmark,12650000,,,EGP,135,3,2,fully_finished,True,available,active,2027-07-15,False,,True,"Eastmark, New Cairo","Apartment for sale in Eastmark. 135 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-07-15."
EASTMARK-073-03,220 sqm townhouse in Eastmark - 3 BR,sale,townhouse,New Cairo,New Cairo,Eastmark,25650000,,,EGP,220,3,3,finished,True,available,active,2027-08-06,False,,True,"Eastmark, New Cairo","Townhouse for sale in Eastmark. 220 sqm, finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-08-06."
TAWNY-074-01,95 sqm apartment in Tawny - 2 BR,sale,apartment,West Cairo,West Cairo,Tawny,6850000,,,EGP,95,2,2,fully_finished,False,available,active,2028-11-04,False,,True,"Tawny, West Cairo","Apartment for sale in Tawny. 95 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-11-04."
TAWNY-074-02,150 sqm apartment in Tawny - 3 BR,sale,apartment,West Cairo,West Cairo,Tawny,12150000,,,EGP,150,3,2,fully_finished,False,available,active,2028-05-15,False,,True,"Tawny, West Cairo","Apartment for sale in Tawny. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-05-15."
TAWNY-074-03,225 sqm townhouse in Tawny - 3 BR,sale,townhouse,West Cairo,West Cairo,Tawny,18300000,,,EGP,225,3,3,semi_finished,False,available,active,2028-05-10,False,,True,"Tawny, West Cairo","Townhouse for sale in Tawny. 225 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-05-10."
PARK-LAN-075-01,100 sqm apartment in Park Lane - 2 BR,sale,apartment,New Capital,New Capital,Park Lane,6850000,,,EGP,100,2,2,semi_finished,True,available,active,2027-07-28,False,,True,"Park Lane, New Capital","Apartment for sale in Park Lane. 100 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-07-28."
PARK-LAN-075-02,135 sqm apartment in Park Lane - 3 BR,sale,apartment,New Capital,New Capital,Park Lane,8700000,,,EGP,135,3,2,finished,False,available,active,2027-07-01,False,,True,"Park Lane, New Capital","Apartment for sale in Park Lane. 135 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-07-01."
PARK-LAN-075-03,225 sqm townhouse in Park Lane - 3 BR,sale,townhouse,New Capital,New Capital,Park Lane,21450000,,,EGP,225,3,3,semi_finished,False,available,active,2027-06-01,False,,True,"Park Lane, New Capital","Townhouse for sale in Park Lane. 225 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-06-01."
THE-ARK-076-01,115 sqm apartment in The Ark - 2 BR,sale,apartment,New Capital,New Capital,The Ark,8250000,,,EGP,115,2,2,finished,False,available,active,2029-08-25,False,,True,"The Ark, New Capital","Apartment for sale in The Ark. 115 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-08-25."
THE-ARK-076-02,105 sqm office in The Ark,sale,office,New Capital,New Capital,The Ark,6800000,,,EGP,105,0,1,fully_finished,False,available,active,2029-10-21,False,,True,"The Ark, New Capital","Office for sale in The Ark. 105 sqm, fully finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2029-10-21."
THE-ARK-076-03,155 sqm retail in The Ark,sale,retail,New Capital,New Capital,The Ark,14150000,,,EGP,155,0,2,semi_finished,False,available,active,2029-09-14,False,,True,"The Ark, New Capital","Retail for sale in The Ark. 155 sqm, semi finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2029-09-14."
VENIA-077-01,85 sqm apartment in Venia - 2 BR,sale,apartment,New Capital,New Capital,Venia,5150000,,,EGP,85,2,2,semi_finished,True,available,active,2028-10-30,False,,True,"Venia, New Capital","Apartment for sale in Venia. 85 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-10-30."
VENIA-077-02,150 sqm apartment in Venia - 3 BR,sale,apartment,New Capital,New Capital,Venia,12500000,,,EGP,150,3,2,fully_finished,False,available,active,2028-05-18,False,,True,"Venia, New Capital","Apartment for sale in Venia. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-05-18."
VENIA-077-03,210 sqm townhouse in Venia - 3 BR,sale,townhouse,New Capital,New Capital,Venia,15950000,,,EGP,210,3,3,semi_finished,False,available,active,2028-08-18,False,,True,"Venia, New Capital","Townhouse for sale in Venia. 210 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-08-18."
TAAWOUN-078-01,85 sqm apartment in Taawoun - 2 BR,sale,apartment,New Cairo,New Cairo,Taawoun,7150000,,,EGP,85,2,2,finished,False,available,active,2030-04-23,False,,True,"Taawoun, New Cairo","Apartment for sale in Taawoun. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2030-04-23."
TAAWOUN-078-02,140 sqm apartment in Taawoun - 3 BR,sale,apartment,New Cairo,New Cairo,Taawoun,10750000,,,EGP,140,3,2,semi_finished,False,available,active,2029-11-20,False,,True,"Taawoun, New Cairo","Apartment for sale in Taawoun. 140 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-11-20."
TAAWOUN-078-03,215 sqm townhouse in Taawoun - 3 BR,sale,townhouse,New Cairo,New Cairo,Taawoun,16200000,,,EGP,215,3,3,fully_finished,True,available,active,2030-03-24,False,,True,"Taawoun, New Cairo","Townhouse for sale in Taawoun. 215 sqm, fully finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2030-03-24."
CAIRO-CA-079-01,105 sqm apartment in Cairo Canal - 2 BR,sale,apartment,New Cairo,New Cairo,Cairo Canal,10400000,,,EGP,105,2,2,semi_finished,False,available,active,2029-06-02,False,,True,"Cairo Canal, New Cairo","Apartment for sale in Cairo Canal. 105 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-06-02."
CAIRO-CA-079-02,100 sqm office in Cairo Canal,sale,office,New Cairo,New Cairo,Cairo Canal,9050000,,,EGP,100,0,1,fully_finished,True,available,active,2028-09-20,False,,True,"Cairo Canal, New Cairo","Office for sale in Cairo Canal. 100 sqm, fully finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2028-09-20."
